episode,epsilon,avg_reward,win_rate,loss,mean_q,grad_norm,mean_td_error,beta
1,0.0500,-1.000,0.000,0.003977512940764427,0.3103131949901581,0.034810375422239304,0.2778022587299347,1.0
50,0.0488,0.440,0.700,0.0014655981212854385,0.43809789419174194,0.010216192342340946,0.2180560827255249,1.0
100,0.0476,0.240,0.610,0.00245270854793489,0.5377200245857239,0.019370686262845993,0.23330336809158325,1.0
150,0.0464,0.240,0.610,0.0010822763433679938,0.4057193398475647,0.008382380940020084,0.2326623946428299,1.0
200,0.0452,0.450,0.700,0.0038451110012829304,0.4535920023918152,0.02510027587413788,0.2824804484844208,1.0
250,0.0441,0.540,0.750,0.005980753339827061,0.3825196623802185,0.039568621665239334,0.3867853879928589,1.0
300,0.0430,0.560,0.770,0.0012660520151257515,0.43534350395202637,0.01074350718408823,0.22696983814239502,1.0
350,0.0420,0.460,0.720,0.001846110331825912,0.38824206590652466,0.02624041959643364,0.2456209510564804,1.0
400,0.0409,0.430,0.700,0.0030142497271299362,0.4666372537612915,0.018510079011321068,0.26876163482666016,1.0
450,0.0399,0.410,0.690,0.0029296691063791513,0.40782466530799866,0.02139732427895069,0.30969852209091187,1.0
500,0.0389,0.270,0.630,0.001626472338102758,0.3845076560974121,0.02358931489288807,0.2255692183971405,1.0
550,0.0380,0.180,0.590,0.0008119237027131021,0.4597366452217102,0.0070797051303088665,0.231492280960083,1.0
600,0.0370,0.340,0.670,0.0016367522766813636,0.3828418552875519,0.01213842537254095,0.22494059801101685,1.0
650,0.0361,0.360,0.660,0.007034323178231716,0.4116763472557068,0.050618015229701996,0.27207958698272705,1.0
700,0.0352,0.310,0.630,0.003878420451655984,0.4547625780105591,0.025514813140034676,0.25648772716522217,1.0
750,0.0344,0.480,0.730,0.0019853622652590275,0.458751380443573,0.02470419369637966,0.29567158222198486,1.0
800,0.0335,0.490,0.740,0.0009526893263682723,0.5074423551559448,0.012646518647670746,0.27469271421432495,1.0
850,0.0327,0.330,0.660,0.0020413741003721952,0.5337545275688171,0.0182949248701334,0.2332097738981247,1.0
900,0.0319,0.350,0.670,0.002493330743163824,0.4035699665546417,0.018017908558249474,0.30951106548309326,1.0
950,0.0311,0.480,0.730,0.004041467793285847,0.46449247002601624,0.02312406525015831,0.3211936056613922,1.0
1000,0.0303,0.380,0.680,0.0012020068243145943,0.44278568029403687,0.01901257410645485,0.21630370616912842,1.0
1050,0.0296,0.250,0.620,0.0017591650830581784,0.6503742337226868,0.012164132669568062,0.27784299850463867,1.0
1100,0.0288,0.220,0.590,0.0028375894762575626,0.6198168396949768,0.01828356646001339,0.3114921450614929,1.0
1150,0.0281,0.330,0.650,0.0010761783923953772,0.5817387104034424,0.011052682995796204,0.3361583352088928,1.0
1200,0.0274,0.390,0.680,0.002848807256668806,0.4699983298778534,0.020444776862859726,0.27349409461021423,1.0
1250,0.0268,0.330,0.640,0.005393733736127615,0.561771035194397,0.03027295134961605,0.3413996696472168,1.0
1300,0.0261,0.410,0.690,0.00429517962038517,0.5847376585006714,0.04210478067398071,0.2926645278930664,1.0
1350,0.0255,0.380,0.680,0.001695989165455103,0.8306184411048889,0.024888943880796432,0.3819960951805115,1.0
1400,0.0248,0.200,0.580,0.004858209285885096,0.6031087636947632,0.04866211861371994,0.28919151425361633,1.0
1450,0.0242,0.220,0.590,0.00323052192106843,0.6038553714752197,0.012564798817038536,0.3062146306037903,1.0
1500,0.0236,0.390,0.680,0.003603049786761403,0.6228012442588806,0.013153266161680222,0.36810368299484253,1.0
1550,0.0230,0.500,0.730,0.002880806103348732,0.6489540934562683,0.0703384280204773,0.34257715940475464,1.0
1600,0.0225,0.400,0.680,0.00503484345972538,0.7161186337471008,0.015261100605130196,0.3872144818305969,1.0
1650,0.0219,0.200,0.590,0.0008987872861325741,0.6391836404800415,0.004044854547828436,0.3399677872657776,1.0
1700,0.0214,0.130,0.550,0.001107341842725873,0.727698564529419,0.007575576193630695,0.2825327217578888,1.0
1750,0.0208,0.150,0.540,0.0017810685094445944,0.6755852699279785,0.01757778786122799,0.3427741825580597,1.0
1800,0.0203,0.300,0.630,0.0016930497949942946,0.5822775363922119,0.011814015917479992,0.2453431934118271,1.0
1850,0.0198,0.390,0.690,0.005196366924792528,0.6564829349517822,0.02100813388824463,0.33400002121925354,1.0
1900,0.0193,0.370,0.680,0.002985157538205385,0.5953604578971863,0.13814368844032288,0.3573882281780243,1.0
1950,0.0189,0.370,0.680,0.0020179166458547115,0.6116918325424194,0.009027773514389992,0.3363862633705139,1.0
2000,0.0184,0.330,0.650,0.003783691208809614,0.5997121930122375,0.014073374681174755,0.33657383918762207,1.0
2050,0.0179,0.260,0.610,0.0022985367104411125,0.6997458338737488,0.007655557710677385,0.45420557260513306,1.0
2100,0.0175,0.420,0.680,0.001135093392804265,0.689796507358551,0.004586317576467991,0.3661470413208008,1.0
2150,0.0171,0.470,0.700,0.0043032425455749035,0.625316858291626,0.021539751440286636,0.2832742929458618,1.0
2200,0.0166,0.360,0.650,0.0019271322526037693,0.7044351696968079,0.020108601078391075,0.37680256366729736,1.0
2250,0.0162,0.200,0.580,0.0025900674518197775,0.5923023819923401,0.014275962486863136,0.3415789008140564,1.0
2300,0.0158,0.150,0.560,0.002444114536046982,0.5651782751083374,0.030480358749628067,0.28454679250717163,1.0
