episode,epsilon,avg_reward,win_rate,loss,mean_q,grad_norm,mean_td_error,beta
1,0.0500,1.000,1.000,,,,,
50,0.0488,0.120,0.540,,,,,
100,0.0476,0.110,0.540,0.018781116232275963,0.9620401859283447,0.080172598361969,0.7952795028686523,1.0
150,0.0464,0.270,0.620,0.025992419570684433,1.0665926933288574,0.09641819447278976,0.748155951499939,1.0
200,0.0452,0.470,0.710,0.009981037117540836,0.9776843786239624,0.08382218331098557,0.6030407547950745,1.0
250,0.0441,0.410,0.680,0.0019313900265842676,1.3549799919128418,0.02849659137427807,0.6295192837715149,1.0
300,0.0430,0.290,0.620,0.02464204840362072,1.0976868867874146,0.1054784432053566,0.5115360021591187,1.0
350,0.0420,0.340,0.640,0.012347791343927383,0.9431123733520508,0.09809160232543945,0.4126754403114319,1.0
400,0.0409,0.260,0.600,0.003739216597750783,1.1916214227676392,0.023726211860775948,0.3809990882873535,1.0
450,0.0399,0.210,0.570,0.002880257787182927,0.9552454948425293,0.023180020973086357,0.38357120752334595,1.0
500,0.0389,0.320,0.630,0.005930913146585226,1.0349884033203125,0.04193884879350662,0.4462149739265442,1.0
550,0.0380,0.360,0.670,0.0011092410422861576,0.7657277584075928,0.029705898836255074,0.35755324363708496,1.0
600,0.0370,0.280,0.630,0.005985923111438751,0.8035246133804321,0.041450317949056625,0.2929123044013977,1.0
650,0.0361,0.190,0.580,0.005202217027544975,0.8850786685943604,0.04040379822254181,0.29701223969459534,1.0
700,0.0352,0.230,0.610,0.0015892148949205875,0.8312827348709106,0.01376687828451395,0.28191980719566345,1.0
750,0.0344,0.350,0.650,0.0073712728917598724,0.7373007535934448,0.05132152512669563,0.2979617714881897,1.0
800,0.0335,0.440,0.690,0.009008120745420456,0.6496820449829102,0.05992383137345314,0.2927536964416504,1.0
850,0.0327,0.400,0.680,0.007048643194139004,0.7074283361434937,0.042662013322114944,0.29319244623184204,1.0
900,0.0319,0.340,0.650,0.0030066045001149178,0.6029322147369385,0.018693832680583,0.3102378845214844,1.0
950,0.0311,0.370,0.670,0.0015843342989683151,0.7669059038162231,0.012973287142813206,0.24215295910835266,1.0
1000,0.0303,0.310,0.640,0.002612376119941473,0.718626856803894,0.07385393232107162,0.2888154983520508,1.0
1050,0.0296,0.140,0.560,0.007290014997124672,0.709204912185669,0.09083158522844315,0.2751753330230713,1.0
