episode,epsilon,avg_reward,win_rate,loss,mean_q,grad_norm,mean_td_error,beta
30050,0.0100,-0.140,0.420,,,,,
30100,0.0100,-0.110,0.440,0.0009821398416534066,0.8544915914535522,0.006744279991835356,0.25993120670318604,1.0
30150,0.0100,-0.100,0.450,0.0005119371926411986,0.39768919348716736,0.006991665344685316,0.197499081492424,1.0
30200,0.0100,-0.090,0.450,0.0011706495424732566,0.5811989307403564,0.005258898716419935,0.24312759935855865,1.0
30250,0.0100,-0.080,0.450,0.0032539954409003258,0.48962610960006714,0.015850050374865532,0.2525262236595154,1.0
30300,0.0100,-0.070,0.450,0.0015732834581285715,0.5326040387153625,0.04501006379723549,0.2507287859916687,1.0
30350,0.0100,-0.050,0.460,0.0013607111759483814,0.5592021942138672,0.011856136843562126,0.25217264890670776,1.0
30400,0.0100,-0.030,0.470,0.0014394735917448997,0.5505421161651611,0.010761142708361149,0.20982792973518372,1.0
30450,0.0100,-0.120,0.430,0.001323040807619691,0.5798193216323853,0.008349956944584846,0.21682874858379364,1.0
30500,0.0100,-0.240,0.380,0.001829800894483924,0.5015456676483154,0.01464255340397358,0.26359397172927856,1.0
30550,0.0100,-0.190,0.400,0.0016473912401124835,0.3650299310684204,0.011467519216239452,0.24208803474903107,1.0
30600,0.0100,0.010,0.500,0.0016521215438842773,0.33902955055236816,0.01400777604430914,0.23901303112506866,1.0
30650,0.0100,0.180,0.580,0.000990537111647427,0.3784264922142029,0.01040565688163042,0.17188429832458496,1.0
30700,0.0100,0.130,0.550,0.002043630927801132,0.4988888204097748,0.019015192985534668,0.19598357379436493,1.0
30750,0.0100,0.150,0.560,0.0003276070929132402,0.5423265695571899,0.01145331934094429,0.2142900973558426,1.0
30800,0.0100,0.140,0.550,0.002001433167606592,0.503587007522583,0.012881807051599026,0.2697368860244751,1.0
30850,0.0100,0.110,0.540,0.0034732797648757696,0.48871731758117676,0.022867130115628242,0.2523423433303833,1.0
30900,0.0100,0.150,0.550,0.0016439389437437057,0.5296273827552795,0.025927167385816574,0.1896226704120636,1.0
30950,0.0100,0.100,0.520,0.002460257615894079,0.6531020402908325,0.014343309216201305,0.2995356321334839,1.0
31000,0.0100,-0.110,0.420,0.005391194485127926,0.575546145439148,0.034130774438381195,0.3024446964263916,1.0
31050,0.0100,-0.130,0.410,0.004002940841019154,0.8348462581634521,0.01575727015733719,0.4130021631717682,1.0
31100,0.0100,0.030,0.500,0.0045767356641590595,0.7912461161613464,0.048174552619457245,0.29130542278289795,1.0
31150,0.0100,0.070,0.520,0.0023032668977975845,0.6457200646400452,0.015528477728366852,0.24281570315361023,1.0
31200,0.0100,0.140,0.560,0.0025565847754478455,0.5274089574813843,0.017829740419983864,0.280501127243042,1.0
31250,0.0100,0.040,0.510,0.0017982901772484183,0.6052137613296509,0.025675779208540916,0.21756777167320251,1.0
31300,0.0100,-0.020,0.480,0.00415180204436183,0.61583012342453,0.03667590394616127,0.30712220072746277,1.0
31350,0.0100,-0.060,0.460,0.0018228137632831931,0.6428842544555664,0.017258351668715477,0.2105100154876709,1.0
31400,0.0100,-0.120,0.420,0.0012718676589429379,0.6936718225479126,0.012818372808396816,0.1975928097963333,1.0
31450,0.0100,0.000,0.490,0.0063836537301540375,0.8503956198692322,0.03430604189634323,0.3123348355293274,1.0
31500,0.0100,-0.020,0.480,0.0006844822783023119,0.6365050673484802,0.006751700770109892,0.27905258536338806,1.0
31550,0.0100,-0.090,0.440,0.000794120947830379,0.4944257140159607,0.00993291474878788,0.25513485074043274,1.0
31600,0.0100,0.160,0.570,0.0006081588217057288,0.5105055570602417,0.006738672498613596,0.2445206642150879,1.0
31650,0.0100,0.310,0.650,0.0022465777583420277,0.39090925455093384,0.016922935843467712,0.22071769833564758,1.0
31700,0.0100,0.140,0.560,0.002306608948856592,0.5811147689819336,0.03694106265902519,0.27493607997894287,1.0
31750,0.0100,0.120,0.530,0.0016418183222413063,0.6791796684265137,0.015893569216132164,0.26559334993362427,1.0
31800,0.0100,0.160,0.560,0.001809069886803627,0.6554305553436279,0.01629818230867386,0.26002946496009827,1.0
31850,0.0100,0.120,0.560,0.003123910166323185,0.5039424896240234,0.019408706575632095,0.2910478115081787,1.0
31900,0.0100,0.000,0.500,0.0059523084200918674,0.5828880071640015,0.03202255442738533,0.2913596034049988,1.0
31950,0.0100,0.080,0.540,0.004777455702424049,0.6076140403747559,0.02786438539624214,0.32589781284332275,1.0
32000,0.0100,0.120,0.550,0.001776915742084384,0.6834206581115723,0.02121541276574135,0.29766613245010376,1.0
32050,0.0100,0.040,0.510,0.0009529312956146896,0.757527768611908,0.006920930929481983,0.3189789950847626,1.0
32100,0.0100,-0.020,0.480,0.003949369769543409,0.8512939214706421,0.02215198054909706,0.2934442162513733,1.0
32150,0.0100,-0.140,0.420,0.003104540752246976,0.7249227166175842,0.024328406900167465,0.2788185477256775,1.0
32200,0.0100,-0.200,0.400,0.004729836247861385,0.7743843793869019,0.035342007875442505,0.3095661699771881,1.0
32250,0.0100,-0.060,0.460,0.007595367264002562,0.6617273688316345,0.04037228599190712,0.27115896344184875,1.0
32300,0.0100,0.110,0.540,0.002406821819022298,0.7211261987686157,0.03835712745785713,0.28181958198547363,1.0
32350,0.0100,0.020,0.500,0.001882800948806107,0.6932517290115356,0.029418863356113434,0.2787744104862213,1.0
32400,0.0100,0.050,0.510,0.0006439315038733184,0.7386067509651184,0.003178810002282262,0.3161330819129944,1.0
32450,0.0100,0.050,0.510,0.006568118464201689,0.5936276912689209,0.04912855103611946,0.26750481128692627,1.0
32500,0.0100,-0.110,0.440,0.0010377399157732725,0.561343789100647,0.00871791411191225,0.2607256770133972,1.0
32550,0.0100,-0.130,0.410,0.001357849920168519,0.7315317392349243,0.00982331857085228,0.3695356249809265,1.0
32600,0.0100,-0.160,0.380,0.000979989767074585,0.5325029492378235,0.05115121603012085,0.29343605041503906,1.0
32650,0.0100,-0.140,0.400,0.0030842360574752092,0.5365559458732605,0.026571575552225113,0.26014432311058044,1.0
32700,0.0100,0.000,0.480,0.0006493619293905795,0.5487101078033447,0.02151509001851082,0.2540106177330017,1.0
32750,0.0100,0.010,0.500,0.0005160472937859595,0.6246457099914551,0.006502001080662012,0.27549898624420166,1.0
32800,0.0100,0.120,0.550,0.002385694533586502,0.47552719712257385,0.021898159757256508,0.22313091158866882,1.0
32850,0.0100,0.050,0.510,0.0021794424392282963,0.4329591393470764,0.01797185093164444,0.2506714463233948,1.0
32900,0.0100,-0.230,0.370,0.004198623355478048,0.5002140998840332,0.023682694882154465,0.2807621955871582,1.0
32950,0.0100,-0.220,0.380,0.0010885208612307906,0.44916391372680664,0.010690168477594852,0.2196495532989502,1.0
33000,0.0100,-0.100,0.450,0.0030302011873573065,0.3706444799900055,0.02887481264770031,0.24523130059242249,1.0
33050,0.0100,0.000,0.490,0.0022303706500679255,0.5686323642730713,0.018988726660609245,0.2942289412021637,1.0
33100,0.0100,-0.070,0.430,0.003903051372617483,0.29052335023880005,0.1452951729297638,0.23513931035995483,1.0
33150,0.0100,-0.050,0.440,0.0009072978282347322,0.47785523533821106,0.005936390720307827,0.24844098091125488,1.0
33200,0.0100,0.060,0.520,0.002084569539874792,0.4188120365142822,0.0262835081666708,0.23029184341430664,1.0
33250,0.0100,-0.010,0.490,0.002512711565941572,0.492933452129364,0.02046123519539833,0.2730388045310974,1.0
33300,0.0100,-0.060,0.460,0.0012701472733169794,0.4505975842475891,0.007795681711286306,0.29866018891334534,1.0
33350,0.0100,0.080,0.530,0.002809369470924139,0.35797855257987976,0.04039299115538597,0.24620777368545532,1.0
33400,0.0100,0.160,0.560,0.00227033207193017,0.6568895578384399,0.01724298484623432,0.2867916226387024,1.0
33450,0.0100,0.020,0.490,0.0035413105506449938,0.5142426490783691,0.024617299437522888,0.24635064601898193,1.0
33500,0.0100,-0.030,0.470,0.0016825301572680473,0.3988759219646454,0.012247730977833271,0.26113104820251465,1.0
33550,0.0100,-0.070,0.440,0.0022392000537365675,0.5149610638618469,0.01452166959643364,0.28019005060195923,1.0
33600,0.0100,-0.080,0.440,0.002345767803490162,0.38650065660476685,0.043762821704149246,0.22705835103988647,1.0
33650,0.0100,-0.030,0.480,0.004022358916699886,0.326793909072876,0.025295959785580635,0.285713791847229,1.0
33700,0.0100,-0.010,0.490,0.00259909825399518,0.3949012756347656,0.016254987567663193,0.30471110343933105,1.0
33750,0.0100,-0.030,0.470,0.001539293210953474,0.4480787217617035,0.01306196115911007,0.29112011194229126,1.0
33800,0.0100,0.010,0.490,0.004019653890281916,0.35889413952827454,0.03065256029367447,0.26707032322883606,1.0
33850,0.0100,0.030,0.500,0.003885527141392231,0.43867844343185425,0.028053218498826027,0.31392377614974976,1.0
33900,0.0100,-0.030,0.470,0.0008532225037924945,0.5855003595352173,0.00704877357929945,0.307712197303772,1.0
33950,0.0100,0.030,0.510,0.003090375568717718,0.6085190773010254,0.02601724863052368,0.3854812979698181,1.0
34000,0.0100,0.140,0.570,0.0010588434524834156,0.46631747484207153,0.007700391113758087,0.28920409083366394,1.0
34050,0.0100,0.080,0.540,0.002111369278281927,0.49913763999938965,0.05711294338107109,0.2558031976222992,1.0
34100,0.0100,0.060,0.530,0.002177792601287365,0.4830930233001709,0.025170419365167618,0.2435484379529953,1.0
34150,0.0100,0.040,0.510,0.0013665476581081748,0.5397347211837769,0.011301282793283463,0.2508525848388672,1.0
34200,0.0100,-0.070,0.450,0.0008577849366702139,0.5878565311431885,0.008595234714448452,0.267270565032959,1.0
34250,0.0100,-0.070,0.460,0.0019378464203327894,0.5275619626045227,0.012911172583699226,0.263302206993103,1.0
34300,0.0100,-0.020,0.490,0.00030347309075295925,0.45314598083496094,0.005016859620809555,0.23111402988433838,1.0
34350,0.0100,-0.030,0.480,0.0010282703442499042,0.24420833587646484,0.04761609807610512,0.2671656012535095,1.0
34400,0.0100,-0.010,0.490,0.0005959250265732408,0.4987870454788208,0.004042015876621008,0.2632747292518616,1.0
34450,0.0100,-0.020,0.490,0.0017890239832922816,0.5546092987060547,0.012383480556309223,0.265943706035614,1.0
34500,0.0100,-0.030,0.480,0.0018326733261346817,0.38493216037750244,0.025109507143497467,0.2631085216999054,1.0
34550,0.0100,-0.080,0.450,0.0025373371317982674,0.32651448249816895,0.028179168701171875,0.2696665823459625,1.0
34600,0.0100,-0.040,0.470,0.0018673412268981338,0.434390127658844,0.016965368762612343,0.25627827644348145,1.0
34650,0.0100,-0.070,0.450,0.0017571598291397095,0.43072807788848877,0.014107364229857922,0.25378647446632385,1.0
34700,0.0100,-0.120,0.430,0.001820969395339489,0.6183264255523682,0.017520543187856674,0.2625500559806824,1.0
34750,0.0100,-0.010,0.490,0.0039389533922076225,0.43652546405792236,0.022778702899813652,0.30361008644104004,1.0
34800,0.0100,0.060,0.510,0.002102997386828065,0.5049650073051453,0.023699430748820305,0.29540038108825684,1.0
34850,0.0100,0.120,0.540,0.0008927589515224099,0.6161123514175415,0.010826281271874905,0.2099856585264206,1.0
34900,0.0100,0.200,0.590,0.0009012182126753032,0.520962655544281,0.013213587924838066,0.2611660361289978,1.0
34950,0.0100,0.120,0.550,0.005742356181144714,0.536095142364502,0.07708067446947098,0.3279610276222229,1.0
35000,0.0100,0.060,0.520,0.0015679590869694948,0.4634292423725128,0.02676122635602951,0.25794753432273865,1.0
35050,0.0100,0.200,0.590,0.0005777941551059484,0.46527552604675293,0.0040160310454666615,0.2605055272579193,1.0
35100,0.0100,-0.080,0.450,0.002175562083721161,0.5344668626785278,0.016978882253170013,0.3196830153465271,1.0
35150,0.0100,-0.350,0.320,0.0040213726460933685,0.5671713352203369,0.029566558077931404,0.3221687078475952,1.0
35200,0.0100,-0.280,0.350,0.0022788257338106632,0.6593847274780273,0.041181161999702454,0.3631761968135834,1.0
35250,0.0100,-0.340,0.320,0.0022698871325701475,0.5750365853309631,0.029729222878813744,0.31929993629455566,1.0
35300,0.0100,-0.270,0.360,0.003652378683909774,0.5601804852485657,0.021777374669909477,0.3311639428138733,1.0
35350,0.0100,-0.170,0.400,0.002104052109643817,0.6097346544265747,0.013457123190164566,0.3247241675853729,1.0
35400,0.0100,-0.180,0.400,0.005687277764081955,0.43856996297836304,0.02909381315112114,0.29580599069595337,1.0
35450,0.0100,-0.130,0.430,0.004708278924226761,0.7558696866035461,0.028779203072190285,0.2761381268501282,1.0
35500,0.0100,-0.140,0.420,0.001891023712232709,0.7227810621261597,0.011353683657944202,0.2915527820587158,1.0
35550,0.0100,-0.190,0.390,0.0032212971709668636,0.3887495994567871,0.022278783842921257,0.2736623287200928,1.0
35600,0.0100,-0.240,0.370,0.005670218728482723,0.5817488431930542,0.027442947030067444,0.3412143886089325,1.0
35650,0.0100,-0.240,0.370,0.0007511884905397892,0.6668475270271301,0.008205803111195564,0.2376050502061844,1.0
35700,0.0100,-0.090,0.440,0.002706468105316162,0.672066867351532,0.024986399337649345,0.2675296664237976,1.0
35750,0.0100,-0.100,0.440,0.0035143005661666393,0.34868693351745605,0.025538912042975426,0.28316622972488403,1.0
35800,0.0100,-0.200,0.390,0.005734147038310766,0.40466421842575073,0.05340227857232094,0.26777714490890503,1.0
35850,0.0100,-0.070,0.450,0.0034317593090236187,0.42975789308547974,0.026069700717926025,0.2609570026397705,1.0
35900,0.0100,-0.140,0.420,0.0011341455392539501,0.30632758140563965,0.009575306437909603,0.2423742264509201,1.0
35950,0.0100,-0.200,0.400,0.005193715449422598,0.45799338817596436,0.034434132277965546,0.28335243463516235,1.0
36000,0.0100,-0.030,0.480,0.0016938364133238792,0.32700252532958984,0.016873635351657867,0.2130330204963684,1.0
36050,0.0100,-0.040,0.460,0.0026344386860728264,0.3275560140609741,0.06507333368062973,0.26427364349365234,1.0
36100,0.0100,-0.080,0.440,0.001977309351786971,0.503876805305481,0.018810980021953583,0.2010108083486557,1.0
36150,0.0100,-0.040,0.470,0.002901596948504448,0.45882314443588257,0.0204720888286829,0.2459513545036316,1.0
36200,0.0100,-0.030,0.470,0.0012117824517190456,0.46485263109207153,0.02010204643011093,0.24742291867733002,1.0
36250,0.0100,-0.070,0.450,0.0013029834954068065,0.39005979895591736,0.02809831313788891,0.23532500863075256,1.0
36300,0.0100,-0.290,0.350,0.002803725190460682,0.5426029562950134,0.02669052593410015,0.2599259912967682,1.0
36350,0.0100,-0.260,0.370,0.00016139258514158428,0.363650918006897,0.002418240997940302,0.25801151990890503,1.0
36400,0.0100,-0.100,0.450,0.0028605947736650705,0.5097379088401794,0.02294052205979824,0.23573195934295654,1.0
36450,0.0100,-0.120,0.440,0.001708211493678391,0.5553923845291138,0.019191792234778404,0.2781251072883606,1.0
36500,0.0100,-0.090,0.450,0.0011180806905031204,0.4486578702926636,0.012386264279484749,0.33450716733932495,1.0
36550,0.0100,-0.150,0.410,0.0004382480983622372,0.4609646499156952,0.004935289733111858,0.21974194049835205,1.0
36600,0.0100,-0.220,0.370,0.0030379185918718576,0.42784449458122253,0.028361905366182327,0.2722192704677582,1.0
36650,0.0100,-0.220,0.370,0.0030336882919073105,0.6284923553466797,0.015596632845699787,0.2993219792842865,1.0
36700,0.0100,-0.150,0.410,0.0011933473870158195,0.4834814667701721,0.007989044301211834,0.2706059217453003,1.0
36750,0.0100,-0.070,0.440,0.0022171339951455593,0.4459332823753357,0.024341018870472908,0.2675352692604065,1.0
36800,0.0100,-0.080,0.440,0.0012021453585475683,0.5359055995941162,0.011105320416390896,0.25535517930984497,1.0
