episode,epsilon,avg_reward,wr_random,wr_greedy,wr_heuristic,wr_fast_minimax,loss,mean_q,grad_norm,mean_td_error,beta
4400,0.1107,-0.290,0.632,0.397,0.262,0.137,0.002461311873048544,0.5541714429855347,0.02222207374870777,0.14255326986312866,0.754804
4500,0.1053,-0.330,0.635,0.398,0.266,0.137,0.0029795633163303137,0.4717106521129608,0.028179587796330452,0.12647956609725952,0.762982
4600,0.1002,-0.510,0.636,0.398,0.266,0.138,0.0010634851641952991,0.6117337346076965,0.01616411842405796,0.1309327781200409,0.7711239999999999
4700,0.0953,-0.220,0.637,0.401,0.268,0.147,0.002891338197514415,0.4928162097930908,0.036046065390110016,0.14701271057128906,0.77932
4800,0.0907,-0.300,0.644,0.404,0.270,0.148,0.0016328638885170221,0.4766208231449127,0.016351817175745964,0.15864653885364532,0.787552
4900,0.0862,-0.440,0.644,0.406,0.271,0.149,0.0019709616899490356,0.7255363464355469,0.02791162021458149,0.14822176098823547,0.79576
5000,0.0820,-0.350,0.642,0.409,0.272,0.152,0.0015563862398266792,0.5994351506233215,0.013845963403582573,0.14886879920959473,0.803968
5100,0.0780,-0.500,0.641,0.412,0.272,0.153,0.002400676952674985,0.42869171500205994,0.032167013734579086,0.1292196363210678,0.812074
5200,0.0742,-0.490,0.645,0.415,0.273,0.150,0.002209179801866412,0.5746451020240784,0.039653848856687546,0.13569575548171997,0.8202160000000001
5300,0.0706,-0.390,0.645,0.414,0.276,0.151,0.0017868003342300653,0.6658785343170166,0.03945450112223625,0.1761205643415451,0.82837
5400,0.0672,-0.300,0.649,0.415,0.279,0.151,0.003032584208995104,0.5249215960502625,0.027134209871292114,0.15171943604946136,0.836608
5500,0.0639,-0.370,0.648,0.416,0.280,0.154,0.0007252123905345798,0.4897896945476532,0.008739056997001171,0.14262492954730988,0.845038
5600,0.0608,-0.510,0.649,0.417,0.279,0.154,0.0029375290032476187,0.5404729843139648,0.030524739995598793,0.15255878865718842,0.853288
5700,0.0578,-0.330,0.653,0.419,0.281,0.155,0.0032015498727560043,0.5690977573394775,0.027067193761467934,0.15627062320709229,0.861496
5800,0.0550,-0.420,0.655,0.420,0.281,0.156,0.0018825131701305509,0.386796772480011,0.049111828207969666,0.161850243806839,0.869926
5900,0.0523,-0.460,0.653,0.417,0.284,0.156,0.002532040234655142,0.4260292053222656,0.01992904394865036,0.15824858844280243,0.878236
6000,0.0500,-0.320,0.654,0.418,0.285,0.159,0.002112731570377946,0.7339086532592773,0.028655970469117165,0.14838796854019165,0.886504
6100,0.0500,-0.310,0.657,0.418,0.287,0.161,0.0029166224412620068,0.5450828075408936,0.023793481290340424,0.17705315351486206,0.8947959999999999
6200,0.0500,-0.400,0.658,0.419,0.289,0.161,0.002085064072161913,0.4819960296154022,0.018607262521982193,0.14436860382556915,0.903028
6300,0.0500,-0.390,0.662,0.417,0.291,0.162,0.0011089124018326402,0.46960192918777466,0.01865386590361595,0.13578079640865326,0.91117
6400,0.0500,-0.510,0.662,0.420,0.291,0.161,0.002119282726198435,0.6251150965690613,0.018130486831068993,0.16792282462120056,0.919396
6500,0.0500,-0.390,0.665,0.424,0.292,0.160,0.003844530787318945,0.47745585441589355,0.03227395564317703,0.17699438333511353,0.927562
6600,0.0500,-0.430,0.667,0.424,0.293,0.161,0.0026713090483099222,0.48922574520111084,0.02313011698424816,0.16500325500965118,0.93571
6700,0.0500,-0.280,0.670,0.426,0.293,0.163,0.0017955789808183908,0.5724585056304932,0.01836314983665943,0.16367590427398682,0.94402
6800,0.0500,-0.370,0.673,0.429,0.295,0.163,0.0018370890757068992,0.5219157934188843,0.028271468356251717,0.15913204848766327,0.952288
6900,0.0500,-0.560,0.675,0.430,0.293,0.162,0.0016879707109183073,0.35891783237457275,0.018079513683915138,0.1617196798324585,0.9603160000000001
7000,0.0500,-0.360,0.676,0.431,0.296,0.163,0.002096774522215128,0.4163746237754822,0.017926063388586044,0.1697971224784851,0.968512
7100,0.0500,-0.360,0.676,0.433,0.298,0.162,0.000932455703150481,0.3729199767112732,0.00987909734249115,0.14385578036308289,0.97663
7200,0.0500,-0.400,0.679,0.434,0.299,0.163,0.0005556559190154076,0.3776186406612396,0.009590599685907364,0.15396174788475037,0.984772
7300,0.0500,-0.240,0.682,0.434,0.300,0.165,0.004650368355214596,0.4499513804912567,0.050410352647304535,0.16249161958694458,0.992872
7400,0.0500,-0.420,0.684,0.434,0.302,0.165,0.001222546212375164,0.38721388578414917,0.012881563045084476,0.1813950091600418,1.0
7500,0.0500,-0.470,0.683,0.436,0.302,0.165,0.0023821720387786627,0.4520670771598816,0.025540195405483246,0.15157604217529297,1.0
7600,0.0500,-0.380,0.684,0.439,0.302,0.166,0.0016424308996647596,0.436949223279953,0.019984539598226547,0.14934061467647552,1.0
7700,0.0500,-0.350,0.684,0.443,0.303,0.166,0.00022742731380276382,0.4011303782463074,0.009062507189810276,0.1720387190580368,1.0
7800,0.0500,-0.310,0.686,0.443,0.305,0.166,0.0017516366206109524,0.35433873534202576,0.015831371769309044,0.15279066562652588,1.0
7900,0.0500,-0.390,0.688,0.442,0.307,0.166,0.0018662987276911736,0.3964700400829315,0.02752631902694702,0.15098720788955688,1.0
8000,0.0500,-0.370,0.690,0.444,0.309,0.166,0.001017006696201861,0.44650793075561523,0.011226864531636238,0.16805341839790344,1.0
8100,0.0500,-0.520,0.691,0.445,0.308,0.166,0.002206515520811081,0.35975486040115356,0.023650847375392914,0.13920077681541443,1.0
8200,0.0500,-0.470,0.689,0.445,0.308,0.166,0.0018997308798134327,0.4157940149307251,0.02019980363547802,0.16935384273529053,1.0
8300,0.0500,-0.320,0.689,0.447,0.309,0.167,0.0014154603704810143,0.3699437975883484,0.011709973216056824,0.19425037503242493,1.0
8400,0.0500,-0.420,0.691,0.447,0.310,0.167,0.00016298571426887065,0.4953264594078064,0.0022024218924343586,0.1665310114622116,1.0
8500,0.0500,-0.390,0.692,0.449,0.310,0.168,0.0017665599007159472,0.3347546458244324,0.030700495466589928,0.1556832194328308,1.0
8600,0.0500,-0.270,0.694,0.451,0.311,0.169,0.0030170585960149765,0.39744818210601807,0.027185512706637383,0.17343725264072418,1.0
8700,0.0500,-0.350,0.696,0.451,0.311,0.170,0.0017445394769310951,0.37691646814346313,0.014851325191557407,0.1669890284538269,1.0
8800,0.0500,-0.310,0.698,0.453,0.311,0.172,0.0023192265070974827,0.469888299703598,0.024457436054944992,0.16008277237415314,1.0
8900,0.0500,-0.260,0.699,0.455,0.314,0.172,0.0027168323285877705,0.413330078125,0.02670164592564106,0.167790025472641,1.0
9000,0.0500,-0.390,0.701,0.456,0.315,0.172,0.0009639112977311015,0.5877034664154053,0.007323641330003738,0.18342962861061096,1.0
