episode,epsilon,avg_reward,wr_random,wr_greedy,wr_heuristic,wr_fast_minimax,loss,mean_q,grad_norm,mean_td_error,beta
2800,0.2465,-0.200,0.765,0.492,0.309,0.183,0.0010307696647942066,0.7849283218383789,0.014113612473011017,0.10443247854709625,0.623944
2900,0.2345,-0.030,0.767,0.498,0.314,0.194,0.0010841786861419678,0.7597514390945435,0.028399016708135605,0.09614092111587524,0.632164
3000,0.2230,-0.170,0.765,0.505,0.317,0.196,0.0028264529537409544,0.97147536277771,0.030232112854719162,0.11396428942680359,0.640474
3100,0.2122,-0.130,0.765,0.512,0.318,0.196,0.0012421499704942107,0.8790487051010132,0.017819512635469437,0.10310854762792587,0.648652
3200,0.2018,-0.150,0.769,0.515,0.324,0.196,0.0016819078009575605,0.8057177066802979,0.02336449921131134,0.08518464863300323,0.656812
3300,0.1920,-0.250,0.775,0.519,0.324,0.196,0.002645237371325493,0.802312433719635,0.02984662540256977,0.12030871212482452,0.664948
3400,0.1826,-0.020,0.771,0.521,0.327,0.206,0.0027395961806178093,0.859255313873291,0.03373312950134277,0.102010577917099,0.672988
3500,0.1737,-0.070,0.774,0.529,0.329,0.208,0.0023785028606653214,0.9010670185089111,0.02946006879210472,0.12140306830406189,0.681196
3600,0.1652,-0.100,0.777,0.531,0.335,0.210,0.002402849495410919,1.0328302383422852,0.03501944616436958,0.12297257781028748,0.689482
3700,0.1572,0.010,0.778,0.532,0.338,0.217,0.0013062399812042713,0.9414798617362976,0.020045218989253044,0.11180835962295532,0.697756
3800,0.1495,-0.130,0.783,0.534,0.338,0.221,0.002771994797512889,0.9963442087173462,0.03613145276904106,0.11613505333662033,0.706102
3900,0.1422,-0.260,0.785,0.538,0.339,0.220,0.0009011018555611372,0.9155979752540588,0.013136934489011765,0.11454063653945923,0.7142919999999999
4000,0.1353,-0.270,0.783,0.541,0.342,0.219,0.001830186927691102,0.8546446561813354,0.02162119746208191,0.10973827540874481,0.72256
4100,0.1287,-0.060,0.786,0.546,0.345,0.219,0.0014111078344285488,0.9535001516342163,0.021680274978280067,0.12244726717472076,0.7307680000000001
4200,0.1224,-0.200,0.789,0.547,0.345,0.220,0.001488011097535491,0.8658679127693176,0.030009686946868896,0.12170141935348511,0.739036
4300,0.1164,0.060,0.791,0.552,0.351,0.223,0.001921026618219912,0.5346333384513855,0.022193558514118195,0.1143396645784378,0.74734
4400,0.1107,-0.160,0.789,0.555,0.353,0.224,0.000694741029292345,0.7566448450088501,0.010857997462153435,0.11569935828447342,0.75559
4500,0.1053,-0.150,0.788,0.556,0.357,0.224,0.0022037411108613014,0.8172857761383057,0.030701592564582825,0.11841318011283875,0.763798
4600,0.1002,-0.240,0.789,0.559,0.357,0.228,0.00276035163551569,0.8444669246673584,0.03539293631911278,0.13102993369102478,0.772036
4700,0.0953,-0.310,0.788,0.560,0.358,0.227,0.0017960525583475828,0.7251049280166626,0.021797871217131615,0.13741332292556763,0.78019
4800,0.0907,-0.250,0.793,0.560,0.360,0.226,0.002517192391678691,0.7003076076507568,0.026889517903327942,0.1361542046070099,0.788446
4900,0.0862,-0.210,0.790,0.562,0.361,0.227,0.0022325487807393074,0.9399813413619995,0.021480053663253784,0.13610318303108215,0.796522
5000,0.0820,-0.310,0.791,0.564,0.361,0.228,0.0023024636320769787,0.8782921433448792,0.029207732528448105,0.11759954690933228,0.804748
5100,0.0780,-0.170,0.793,0.565,0.365,0.228,0.002518866676837206,0.8557310104370117,0.02838606759905815,0.130987286567688,0.8129200000000001
5200,0.0742,-0.270,0.797,0.566,0.367,0.227,0.0017657988937571645,0.8379441499710083,0.015497833490371704,0.13009707629680634,0.82099
5300,0.0706,-0.300,0.799,0.566,0.368,0.227,0.000673518399707973,0.828774094581604,0.0072192056104540825,0.14775609970092773,0.829204
5400,0.0672,-0.280,0.797,0.566,0.371,0.226,0.0010978584177792072,0.7323700785636902,0.019640125334262848,0.11613460630178452,0.8373999999999999
5500,0.0639,-0.290,0.796,0.567,0.371,0.227,0.002497450914233923,0.7992541790008545,0.029452769085764885,0.12884221971035004,0.845596
5600,0.0608,-0.360,0.798,0.568,0.372,0.226,0.0014416769845411181,0.6145269870758057,0.021861061453819275,0.1342986822128296,0.853774
5700,0.0578,-0.140,0.801,0.567,0.373,0.229,0.0019308426417410374,0.8908677697181702,0.02473202534019947,0.1546747386455536,0.861928
5800,0.0550,-0.360,0.803,0.562,0.375,0.228,0.0013902615755796432,0.668466329574585,0.015301783569157124,0.13842932879924774,0.87016
5900,0.0523,-0.050,0.804,0.562,0.378,0.230,0.002735367277637124,0.8892133235931396,0.038952939212322235,0.14382034540176392,0.878386
6000,0.0500,-0.110,0.806,0.561,0.379,0.234,0.003391282632946968,0.6229552030563354,0.04974917322397232,0.14746499061584473,0.886564
6100,0.0500,-0.160,0.808,0.564,0.381,0.234,0.0009107171790674329,0.8787610530853271,0.009327052161097527,0.15244117379188538,0.89476
6200,0.0500,-0.150,0.810,0.565,0.384,0.235,0.002121956553310156,0.6494429707527161,0.016532398760318756,0.15051954984664917,0.902998
6300,0.0500,-0.390,0.812,0.566,0.384,0.233,0.002208974212408066,0.6450385451316833,0.023474931716918945,0.15087229013442993,0.91114
6400,0.0500,-0.330,0.813,0.567,0.386,0.230,0.0019726420287042856,0.7102330923080444,0.023731017485260963,0.15403057634830475,0.919462
6500,0.0500,-0.220,0.815,0.568,0.386,0.233,0.0005491838674061,0.7209597826004028,0.009636475704610348,0.14141829311847687,0.927556
6600,0.0500,-0.160,0.816,0.570,0.388,0.233,0.001689886674284935,0.5839762091636658,0.024087823927402496,0.15634523332118988,0.935698
6700,0.0500,-0.090,0.818,0.572,0.391,0.235,0.00230586901307106,0.6835070848464966,0.025836672633886337,0.16247783601284027,0.943888
6800,0.0500,-0.480,0.817,0.571,0.390,0.234,0.002301502274349332,0.7087764143943787,0.023102186620235443,0.160169318318367,0.95221
6900,0.0500,-0.350,0.817,0.572,0.390,0.234,0.001826035906560719,0.742124080657959,0.017795691266655922,0.14241670072078705,0.960454
7000,0.0500,-0.090,0.818,0.574,0.394,0.233,0.001644979463890195,0.5111045837402344,0.014701242558658123,0.15609750151634216,0.96868
7100,0.0500,-0.110,0.817,0.574,0.396,0.236,0.0023413007147610188,0.5545743703842163,0.03242214396595955,0.15450967848300934,0.976798
7200,0.0500,0.010,0.819,0.574,0.398,0.239,0.0011198717402294278,0.6464518308639526,0.013869200833141804,0.13926032185554504,0.9849640000000001
7300,0.0500,-0.150,0.818,0.578,0.399,0.241,0.0015914854593575,0.5170328617095947,0.03296991437673569,0.15129145979881287,0.993202
7400,0.0500,-0.220,0.819,0.577,0.399,0.241,0.002093553775921464,0.718775749206543,0.029486050829291344,0.1542707085609436,1.0
7500,0.0500,-0.190,0.819,0.579,0.399,0.243,0.0014318698085844517,0.6148239374160767,0.014896910637617111,0.13934847712516785,1.0
7600,0.0500,-0.080,0.821,0.579,0.402,0.244,0.0008523513097316027,0.6490887403488159,0.025103503838181496,0.1407027244567871,1.0
7700,0.0500,-0.090,0.823,0.580,0.403,0.245,0.0007696745451539755,0.5134062767028809,0.010602523572742939,0.13970784842967987,1.0
7800,0.0500,-0.080,0.824,0.585,0.404,0.245,0.0015722565585747361,0.7328065633773804,0.017609795555472374,0.13569092750549316,1.0
7900,0.0500,-0.350,0.824,0.585,0.405,0.245,0.002138690324500203,0.7058022022247314,0.02402757667005062,0.15076982975006104,1.0
8000,0.0500,-0.220,0.824,0.585,0.404,0.247,0.001462646760046482,0.7221214771270752,0.0166593249887228,0.16751842200756073,1.0
8100,0.0500,-0.280,0.824,0.586,0.404,0.247,0.0020951172336935997,0.6795667409896851,0.030209055170416832,0.14170415699481964,1.0
8200,0.0500,-0.240,0.825,0.586,0.405,0.248,0.0011696823639795184,0.679735541343689,0.014494304545223713,0.12557202577590942,1.0
8300,0.0500,-0.120,0.825,0.588,0.407,0.248,0.002235998399555683,0.5253185033798218,0.03176107257604599,0.14153917133808136,1.0
8400,0.0500,-0.250,0.825,0.587,0.408,0.249,0.0010460586054250598,0.6398414373397827,0.015903597697615623,0.16118742525577545,1.0
8500,0.0500,-0.140,0.826,0.587,0.409,0.250,0.0011633982649073005,0.5958393216133118,0.012855536304414272,0.14999186992645264,1.0
8600,0.0500,-0.210,0.827,0.589,0.409,0.252,0.0013960704673081636,0.8097895383834839,0.0184178426861763,0.15199871361255646,1.0
8700,0.0500,-0.360,0.827,0.589,0.409,0.251,0.0008755275048315525,0.6720433235168457,0.016931772232055664,0.1440499722957611,1.0
8800,0.0500,-0.290,0.829,0.590,0.409,0.250,0.0021539023146033287,0.6024683117866516,0.024290431290864944,0.13890409469604492,1.0
8900,0.0500,-0.030,0.831,0.594,0.409,0.251,0.001937646185979247,0.6130362749099731,0.01896132528781891,0.1481936275959015,1.0
9000,0.0500,-0.390,0.831,0.593,0.410,0.251,0.0005385719705373049,0.5641055107116699,0.016448089852929115,0.1478623002767563,1.0
