episode,epsilon,avg_reward,wr_random,wr_greedy,wr_heuristic,wr_fast_minimax,loss,mean_q,grad_norm,mean_td_error,beta
5500,0.0639,-0.450,0.678,0.395,0.249,0.157,0.009473517537117004,0.4012924134731293,0.11197251081466675,,
5600,0.0608,-0.330,0.679,0.395,0.252,0.158,0.00781124597415328,0.6681249141693115,0.1002747043967247,,
5700,0.0578,-0.550,0.680,0.396,0.254,0.156,0.009839111939072609,0.5696191191673279,0.12435269355773926,,
5800,0.0550,-0.560,0.682,0.394,0.253,0.157,0.007908321917057037,0.5289777517318726,0.09862249344587326,,
5900,0.0523,-0.330,0.685,0.395,0.255,0.158,0.008768012747168541,0.5614694952964783,0.09810761362314224,,
6000,0.0500,-0.310,0.686,0.397,0.258,0.158,0.007938791066408157,0.5514891147613525,0.09963405877351761,,
6100,0.0500,-0.470,0.686,0.398,0.260,0.159,0.011067601852118969,0.6557241678237915,0.10051903873682022,,
6200,0.0500,-0.520,0.686,0.400,0.260,0.158,0.007275750394910574,0.27517616748809814,0.09458242356777191,,
6300,0.0500,-0.270,0.688,0.400,0.261,0.162,0.004862241446971893,0.3543126583099365,0.08005642890930176,,
6400,0.0500,-0.480,0.689,0.399,0.263,0.163,0.006679261103272438,0.6565135717391968,0.09115759283304214,,
6500,0.0500,-0.360,0.690,0.402,0.262,0.165,0.018524913117289543,0.49714624881744385,0.1404048204421997,,
6600,0.0500,-0.510,0.692,0.403,0.263,0.163,0.0086421649903059,0.6161458492279053,0.10107126832008362,,
6700,0.0500,-0.350,0.692,0.403,0.265,0.165,0.007776530459523201,0.548895001411438,0.10059081017971039,,
6800,0.0500,-0.420,0.692,0.403,0.266,0.166,0.008390180766582489,0.49183034896850586,0.10724521428346634,,
6900,0.0500,-0.390,0.691,0.403,0.268,0.165,0.009805725887417793,0.5366384387016296,0.11039639264345169,,
7000,0.0500,-0.510,0.688,0.405,0.270,0.165,0.014932841062545776,0.45627355575561523,0.10755868256092072,,
7100,0.0500,-0.380,0.689,0.405,0.271,0.165,0.009309282526373863,0.4315226078033447,0.1030370220541954,,
7200,0.0500,-0.400,0.689,0.408,0.272,0.165,0.010737541131675243,0.520672082901001,0.1072596088051796,,
7300,0.0500,-0.530,0.686,0.408,0.272,0.165,0.010750922374427319,0.5705037117004395,0.11254879832267761,,
7400,0.0500,-0.420,0.685,0.410,0.273,0.165,0.012853576801717281,0.41754329204559326,0.13003763556480408,,
7500,0.0500,-0.480,0.687,0.410,0.275,0.165,0.00910292100161314,0.451313853263855,0.09469693154096603,,
7600,0.0500,-0.510,0.688,0.412,0.274,0.164,0.011502617970108986,0.4106884002685547,0.1257697492837906,,
7700,0.0500,-0.470,0.688,0.410,0.275,0.165,0.004894769750535488,0.42795488238334656,0.08109671622514725,,
7800,0.0500,-0.270,0.689,0.414,0.276,0.166,0.01540711335837841,0.42956072092056274,0.12168391048908234,,
7900,0.0500,-0.440,0.688,0.416,0.276,0.167,0.006461689714342356,0.54461669921875,0.0941377803683281,,
8000,0.0500,-0.480,0.688,0.418,0.276,0.165,0.006843313574790955,0.3727739751338959,0.08939661830663681,,
8100,0.0500,-0.360,0.691,0.417,0.278,0.166,0.010466177016496658,0.39448416233062744,0.1024383157491684,,
8200,0.0500,-0.390,0.690,0.417,0.280,0.166,0.011815402656793594,0.4250127673149109,0.12234807759523392,,
8300,0.0500,-0.310,0.692,0.418,0.281,0.167,0.013834767043590546,0.4184817373752594,0.11606346070766449,,
8400,0.0500,-0.490,0.692,0.418,0.281,0.167,0.013215966522693634,0.48643529415130615,0.12593874335289001,,
8500,0.0500,-0.450,0.691,0.418,0.282,0.167,0.0067694904282689095,0.5217622518539429,0.09281061589717865,,
8600,0.0500,-0.520,0.693,0.419,0.282,0.166,0.008978351950645447,0.3346693515777588,0.11530005931854248,,
8700,0.0500,-0.350,0.694,0.420,0.284,0.167,0.007677806541323662,0.5573632717132568,0.11257153749465942,,
8800,0.0500,-0.530,0.695,0.421,0.283,0.167,0.010663939639925957,0.48616868257522583,0.120311439037323,,
8900,0.0500,-0.360,0.697,0.421,0.284,0.167,0.014121846295893192,0.4051341414451599,0.12213204056024551,,
9000,0.0500,-0.480,0.698,0.422,0.286,0.166,0.007947860285639763,0.4300476312637329,0.10984019935131073,,
